Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
1,2010,14,Chhattisgarh,Durg,777.92,1319.18,1695.77,46.12,45.87,994.69,0.23,0.32,1393.94,0.06,0,0,0.23,0.32,1393.94,1.67,2.41,1443.11,3.17,4.63,1457.32,0,0,0,0.09,0.07,777.78,184.26,174.84,948.89,13.02,5.24,402.03,180.24,91.25,506.28,0.51,0.96,1861.6,2.2,0.57,260.12,6.09,2.17,355.94,0.4,0.1,250,0,0,0,12.54,3.14,250.58,0.4,0.29,725,91.77,105.41,1148.66,114.35,112.83,986.66,4.42,1.13,256.96,0,0,0,2,32.29,34.3,0.11,0.49,0.15
1,2011,14,Chhattisgarh,Durg,806.55,1416.48,1756.23,44.98,50.19,1115.68,0.26,0.2,774.6,0,0,0,0.26,0.2,774.6,0,0,0,3.63,4.67,1285.56,0.16,0.04,250,0.15,0.17,1133.33,196.27,197.94,1008.49,12.4,5.46,440.09,72.71,32.84,451.66,0.54,0.84,1561.11,1.59,0.55,347.76,3.84,1.61,418.76,0.15,0.03,203.94,0,0,0,12.7,4.96,390.64,0.18,0.15,833.33,87.07,69.83,802.03,106.25,78.18,735.8,4.07,2.06,506.02,0.08,0.02,250,0,0,0,0.12,0.54,0
1,2012,14,Chhattisgarh,Durg,807.07,1534.22,1900.97,43.87,47.69,1087.1,0.7,0.49,705.81,0,0,0,0.7,0.49,705.81,0,0,0,3.12,4.8,1538.56,0.18,0.05,277.78,0.19,0.11,578.95,208.6,235.92,1130.97,11.23,6.1,543.12,160.54,60.53,377.05,0.48,0.72,1502.72,1.72,0.47,272.66,3.77,1.64,434.56,0.36,0.09,252.03,0.05,0.02,400,11.38,4.76,418.13,0.19,0.14,736.84,85.05,101.62,1194.76,104.27,109.66,1051.69,4.97,1.26,252.98,0.13,0.02,153.85,1.99,33.7,35.69,0.12,0.54,1.32
1,2013,14,Chhattisgarh,Durg,819.44,1296.24,1581.86,41.54,43.33,1043.06,0,0,0,0,0,0,0.27,0.17,636.36,0.08,0.07,909.09,3.64,6.34,1742.2,0.17,0.04,235.29,0.22,0.12,545.45,229.99,173.91,756.19,11.37,5.68,499.89,142.9,56.73,397,0.49,0.9,1817.44,1.44,0.37,258.89,3.57,1.68,469.08,0.23,0.05,217.39,0,0,0,9.62,3.38,351.35,0.24,0.11,458.33,92.28,92.65,1003.99,108.22,99.31,917.64,3.94,0.93,237.45,0.05,0.01,200,1.9,32.83,34.74,0.11,0.5,0.77
1,2014,14,Chhattisgarh,Durg,834.87,1444.24,1729.89,44.25,50.96,1151.49,0,0,0,0,0,0,0.22,0.18,809.24,0.06,0.04,750,4.02,5.84,1451.66,0.13,0.03,230.77,0.14,0.11,785.71,228.75,241.58,1056.09,14.6,9.18,628.58,144.21,97.92,679.02,0.43,0.7,1627.06,1.25,0.53,425.14,3.73,1.76,473.43,0.23,0.05,217.39,0.01,0,0,7.94,3.04,383.47,0.2,0.1,500,85.84,39.93,465.22,99.93,46.2,462.3,5.75,3.46,602.17,0.05,0.02,400,0,0,0,0.33,0.51,0
1,2015,14,Chhattisgarh,Durg,817.68,880.6,1076.95,48.72,54.6,1120.74,0,0,0,0,0,0,0.18,0.19,1039.58,0,0,0,9.87,14.47,1467.17,0.06,0.01,166.67,0.04,0.03,750,220.27,166.24,754.73,24.71,11.01,445.48,121.23,47.02,387.89,0.44,0.75,1687.82,2.34,0.87,374.48,4.88,2.41,493.81,0.36,0.12,333.33,0.01,0,0,7.17,2.34,326.49,0.05,0.04,800,98.2,49.1,500.02,113.88,37.19,326.61,11.23,2.57,228.49,0.05,0.01,200,0,0,0,0.16,0.46,1.83
1,2016,14,Chhattisgarh,Durg,858.91,1791.66,2085.96,48.94,61.84,1263.55,0,0,0,0,0,0,0.08,0.13,1592.3,0,0,1000,7.95,16.12,2028.48,0.06,0.01,209.68,0.01,0.01,1333.33,227.24,264.01,1161.83,23.18,14.82,639.15,92.18,92.38,1002.1,0.35,0.7,2020.21,2.06,0.78,377.4,4.27,1.89,442.1,0.08,0.03,349.4,0,0,0,0,0,0,0.02,0,0,81.71,60.69,742.71,0,0,0,18.52,7.21,389.38,0.06,0.02,317.81,2.14,39.44,41.59,0.05,0.37,0.05
1,2017,14,Chhattisgarh,Durg,841.13,983.21,1168.92,43.5,50.19,1153.77,0,0,0,0,0,0,0.11,0.14,1268.62,0.01,0,333.33,9.25,18.09,1956.03,0.01,0,285.71,0,0,1000,258.46,259.45,1003.82,26.24,10.69,407.16,109.08,46.03,421.98,0.45,0.77,1722.94,1.8,0.49,273.92,4.7,2,425.21,0.29,0.12,395.19,0,0,0,4.6,1.16,252.72,0.01,0,0,77.4,25.02,323.3,0,0,0,19.85,3.59,181.06,0.45,0.13,297.85,0,0,0,0.08,0.19,0
2,1966,14,Chhattisgarh,Bastar,406,261,642.86,2,1,500,4.9,4.2,857.14,0,0,0,4.9,4.2,857.14,0,0,0,23,31,1347.83,10.4,2.3,221.15,0,0,0,1.9,0.5,263.16,3,2,666.67,51.7,-1,-1,0,0,0,2.6,0.2,76.92,17.4,4.1,235.63,0,0,0,0.1,0,0,1.6,0.2,125,0,0,0,0,0,0,33.98,-1,-1,0.7,2.4,3428.57,0,0,0,1.4,3.44,4.85,0.06,0.18,0
2,1967,14,Chhattisgarh,Bastar,414,319,770.53,2,1,500,5.7,4.6,807.02,0,0,0,5.7,4.6,807.02,0,0,0,24,34,1416.67,10.7,2.7,252.34,0,0,0,2,1,500,3,3,1000,55.54,-1,-1,0,0,0,3.2,0.2,62.5,17.3,4.3,248.55,0,0,0,0.1,0,0,2.9,0.6,206.9,0,0,0,0,0,0,35.69,-1,-1,0.9,2.8,3111.11,0,0,0,2.1,3.1,5.2,0.06,0.17,1.73
2,1968,14,Chhattisgarh,Bastar,423.2,294,694.71,2.3,1,434.78,6.9,5.3,768.12,0,0,0,6.9,5.3,768.12,0,0,0,24.7,24,971.66,11.4,2.9,254.39,0,0.2,0,2.5,1,400,2.2,2,909.09,57.02,-1,-1,0,0,0,3.3,0.5,151.52,17.8,6.2,348.31,0,0,0,0.1,0,0,3.4,0.5,147.06,0,0,0,0,0,0,37.22,-1,-1,1.2,3.7,3083.33,0,0,0,2.23,3.1,5.33,0.06,0.16,1.53
2,1969,14,Chhattisgarh,Bastar,429.1,329,766.72,2.3,1.5,652.17,6.8,4.8,705.88,0,0,0,6.8,4.8,705.88,0,0,0,25.1,25,996.02,11,2.8,254.55,0,0.2,0,2.4,0.9,375,2.2,2,909.09,58.27,18,308.91,0,0,0,3.3,0.4,121.21,18.4,6.2,336.96,0,0,0,0.1,0,0,3.5,0.8,228.57,0,0,0,0,0,0,38.09,10.3,270.41,1.2,4.1,3416.67,0,0,0,2.13,3.49,5.63,0.08,0.17,1.52
2,1970,14,Chhattisgarh,Bastar,437.7,316.8,723.78,2.4,1.9,791.67,6.5,5.2,800,0,0,0,6.5,5.2,800,0,0,0,25.4,36.1,1421.26,10.8,2.9,268.52,0,0,0,2.2,0.8,363.64,2.5,2.9,1160,57.6,18,312.5,0,0,0,3.2,0.3,93.75,18,5.5,305.56,0,0,0,0.1,0,0,4.4,0.9,204.55,0,0,0,0,0,0,40.3,9.7,240.69,1.1,3.8,3454.55,0,0,0,2.17,3.8,5.97,0.06,0.18,0.66
2,1971,14,Chhattisgarh,Bastar,445.6,366.6,822.71,2.5,1.5,600,6.2,4.1,661.29,0,0,0,6.2,4.1,661.29,0,0,0,26.8,35.1,1309.7,10.9,3,275.23,0,0,0,2.3,1,434.78,3.3,3.9,1181.82,55.4,17.5,315.88,0,0,0,2.9,0.3,103.45,19,7,368.42,0,0,0,0.1,0,0,4.5,0.9,200,0,0,0,0,0,0,42.5,12.6,296.47,1.2,3.8,3166.67,0,0,0,1.83,4.15,5.98,0.07,0.2,0.52
2,1972,14,Chhattisgarh,Bastar,443.1,285.8,645,2.7,1.7,629.63,6.6,5.2,787.88,0,0,0,6.6,5.2,787.88,0,0,0,26.8,37.1,1384.33,11.2,2.8,250,0,0,0,2,0.7,350,3.1,3.9,1258.06,55,16.8,305.45,0,0,0,2.8,0.4,142.86,20.4,9.5,465.69,0.1,0,0,0.1,0,0,4.6,0.9,195.65,0,0,0,0,0,0,43.1,14.1,327.15,1.1,3.7,3363.64,0,0,0,2.09,4.1,6.19,0.06,0.2,0.23
2,1973,14,Chhattisgarh,Bastar,450.5,364.3,808.66,2.6,1.9,730.77,8.1,6.9,851.85,0,0,0,8.1,6.9,851.85,0,0,0,27.4,39.4,1437.96,11.8,3,254.24,0,0,0,2.1,0.9,428.57,3.6,3,833.33,58.9,19.7,334.47,0,0,0,3.2,0.4,125,20.9,11,526.32,0,0,0,0.1,0,0,6,1.3,216.67,0,0,0,0,0,0,49.2,16.8,341.46,1.2,4,3333.33,0,0,0,1.83,4.52,6.35,0.06,0.19,0.08
2,1974,14,Chhattisgarh,Bastar,451.6,302.9,670.73,2.4,2,833.33,8.1,5.8,716.05,0,0,0,8.1,5.8,716.05,0,0,0,28.2,34.6,1226.95,11.2,2.7,241.07,0,0,0,1.6,0.5,312.5,3.5,4,1142.86,57.3,17.6,307.16,0,0,0,3.2,0.4,125,21.7,10.7,493.09,0,0,0,0.1,0,0,3.9,0.7,179.49,0,0,0,0,0,0,50.2,15.9,316.73,1.2,3.7,3083.33,0,0,0,2.12,4.72,6.85,0.06,0.19,0.09
2,1975,14,Chhattisgarh,Bastar,458.3,407.9,890.03,3.7,2.9,783.78,9.1,7.9,868.13,0,0,0,9.1,7.9,868.13,0,0,0,29.4,34.8,1183.67,12.2,3.5,286.89,0,0,0,2.1,0.8,380.95,3.7,4.4,1189.19,56.8,19.5,343.31,0,0,0,2.9,0.4,137.93,22.9,12.3,537.12,0,0,0,0.1,0,0,6.2,1.3,209.68,0,0,0,0,0,0,53.3,17.8,333.96,1.1,3.7,3363.64,0,0,0,2.09,4.38,6.47,0.06,0.22,0.13
2,1976,14,Chhattisgarh,Bastar,459.6,296.1,644.26,3.3,2.2,666.67,7.4,4.7,635.14,0,0,0,7.4,4.7,635.14,0,0,0,28.7,32.6,1135.89,11.3,2,176.99,0,0,0,1.4,0.4,285.71,3.4,2.4,705.88,45.6,9.8,214.91,0,0,0,2.2,0.2,90.91,12.5,2.4,192,0,0,0,0.1,0,0,4.3,0.5,116.28,0,0,0,0,0,0,37.3,5.2,139.41,0.9,2.9,3222.22,0,0,0,2.08,4.63,6.71,0.07,0.03,0.1
2,1977,14,Chhattisgarh,Bastar,473.4,430.4,909.17,3.3,2.6,787.88,7.7,6,779.22,0,0,0,7.7,6,779.22,0,0,0,29.3,29.2,996.59,10.4,2.6,250,0,0,0,2,0.7,350,3,3.2,1066.67,47.3,14.7,310.78,0,0,0,2,0.2,100,15.9,4.7,295.6,0,0,0,0.1,0,0,6.2,1.2,193.55,0,0,0,0,0,0,44.2,10.6,239.82,0.8,2.5,3125,0,0,0,2.1,4.57,6.67,0.07,0.17,0.09
2,1978,14,Chhattisgarh,Bastar,490.4,402.2,820.15,3,2.8,933.33,9.1,6.3,692.31,0,0,0,9.1,6.3,692.31,0,0,0,27.6,30.2,1094.2,11.2,2.9,258.93,0,0,0,1.7,0.6,352.94,3.1,2,645.16,49.6,15.8,318.55,0,0,0,1.7,0.1,58.82,18.7,7.1,379.68,0,0,0,0.1,0,0,7.5,1.4,186.67,0,0,0,0,0,0,44.8,11.8,263.39,0.8,2.8,3500,0,0,0,2.05,4.47,6.51,0.07,0.16,0.12
2,1979,14,Chhattisgarh,Bastar,497.5,309.2,621.51,3,2.4,800,9.4,8.3,882.98,0,0,0,9.4,8.3,882.98,0,0,0,27,39.4,1459.26,11.3,3.2,283.19,0,0,0,2.1,0.6,285.71,2.4,1.4,583.33,50,16.3,326,0,0,0,1.8,0.1,55.56,17.3,4.7,271.68,0,0,0,0,0,0,7.3,0.9,123.29,0,0,0,0,0,0,41.3,8.8,213.08,0.7,1.7,2428.57,0,0,0,2.01,4.47,6.49,0.08,0.18,0.13
2,1980,14,Chhattisgarh,Bastar,519.4,391.8,754.33,2.9,3.1,1068.97,9.4,8.1,861.7,0,0,0,9.4,8.1,861.7,0,0,0,28,30.3,1082.14,10.8,3.1,287.04,0,0.1,0,1.8,0.6,333.33,2,1.7,850,51.1,16,313.11,0,0,0,1.8,0.1,55.56,16.7,8,479.04,0,0,0,0.1,0,0,5.2,0.8,153.85,0,0,0,0,0,0,37.5,9.8,261.33,0.5,1.7,3400,0,0,0,2.02,4.21,6.23,0.08,0.17,0.11
2,1981,14,Chhattisgarh,Bastar,523.5,389.3,743.65,3,3.3,1100,9,8.2,911.11,0,0,0,9,8.2,911.11,0,0,0,27,29.4,1088.89,11.6,3,258.62,0.1,0.1,1000,2,0.8,400,2,2.9,1450,50.2,15.4,306.77,0,0,0,2,0.2,100,14.8,7,472.97,0,0,0,0,0,0,5.6,1,178.57,0,0,0,0,0,0,38.6,11,284.97,0.6,2.1,3500,0,0,0,2.08,4.77,6.84,0.08,0.15,0.1
2,1982,14,Chhattisgarh,Bastar,527.7,372.4,705.7,3.2,3.9,1218.75,9,5.5,611.11,0,0,0,9,5.5,611.11,0,0,0,28,36.7,1310.71,11.8,3.5,296.61,0.1,0.1,1000,2.3,1,434.78,1.9,1.9,1000,54.2,17.7,326.57,0,0,0,1.8,0.1,55.56,14.9,6.3,422.82,0,0,0,0,0,0,4.2,0.8,190.48,0,0,0,0.2,0.1,500,41.7,11.7,280.58,0.6,2.1,3500,0,0,0,2.06,5.07,7.13,0.08,0.18,0.11
2,1983,14,Chhattisgarh,Bastar,538,408,758.36,2.9,2.7,931.03,10,9.4,940,0,0,0,10,9.4,940,0,0,0,29,39,1344.83,11.6,3.5,301.72,0,0,0,2.2,0.9,409.09,2.2,3.1,1409.09,55.1,20.3,368.42,0,0,0,1.8,0.1,55.56,16.2,7.6,469.14,0,0,0,0,0,0,4.1,1,243.9,0,0,0,0.3,0.2,666.67,43.5,13.5,310.34,0.8,2.8,3500,0,0,0,2.08,4.92,7,0.06,0.14,0.07
2,1984,14,Chhattisgarh,Bastar,533.4,395.6,741.66,2.8,3,1071.43,9.7,10.1,1041.24,0,0,0,9.7,10.1,1041.24,0,0,0,28.8,42.8,1486.11,10.7,2.8,261.68,0,0,0,2.4,1,416.67,2.1,2.6,1238.1,52.8,18.3,346.59,0,0,0,2.8,0.4,142.86,16.5,7.5,454.55,0,0,0,0,0,0,4.7,1,212.77,0,0,0,0.2,0.1,500,43.7,12.5,286.04,0.8,2.6,3250,0,0,0,2.23,4.86,7.09,0.06,0.12,0.04
2,1985,14,Chhattisgarh,Bastar,555.4,834.3,1502.16,2.6,2.6,1000,9.3,9.8,1053.76,0,0,0,9.3,9.8,1053.76,0,0,0,28.7,32.4,1128.92,10.8,3.1,287.04,0,0,0,2.3,1,434.78,2.2,3.1,1409.09,55,20.2,367.27,0,0,0,2,0.3,150,16.5,6.7,406.06,0,0,0,0,0,0,4.4,0.9,204.55,0,0,0,0.2,0.1,500,45.4,12.3,270.93,0.2,0.6,3000,0,0,0,2.31,5.06,7.37,0.08,0.14,0.03
2,1986,14,Chhattisgarh,Bastar,556,403,724.82,3,3,1000,9,8,888.89,0,0,0,9,8,888.89,0,0,0,28,34,1214.29,11,3,272.73,0,0,0,3,1,333.33,3,4,1333.33,54.4,18.6,341.91,0,0,0,2,0.2,100,16.4,6,365.85,0,0,0,0,0,0,4.5,1.1,244.44,0,0,0,0.2,0.1,500,44.1,11.1,251.7,0.4,1.4,3500,0,0,0,2.26,5.21,7.47,0.07,0.11,0.03
2,1987,14,Chhattisgarh,Bastar,555,382,688.29,3,2,666.67,9,9.1,1011.11,0,0,0,9,9.1,1011.11,0,0,0,28,34,1214.29,11,3,272.73,0,0,0,3,1,333.33,3,3,1000,56,20.5,366.07,0,0,0,2.3,0.4,173.91,16.6,9.3,560.24,0,0,0,0,0,0,3.9,1,256.41,0,0,0,0.2,0.1,500,45,14.5,322.22,0.1,0.4,4000,0,0,0,2.42,5.76,8.17,0.09,0.12,0.03
2,1988,14,Chhattisgarh,Bastar,572.8,553.2,965.78,2.8,3,1071.43,9.4,8.6,914.89,0,0,0,9.4,8.6,914.89,0,0,0,28.6,40.9,1430.07,11.3,3.2,283.19,0,0,0,2.7,1.1,407.41,3,4.1,1366.67,55.7,20.4,366.25,0.1,0.1,1000,2.5,0.5,200,16.9,9.9,585.8,0,0,0,0,0,0,3.7,0.9,243.24,0,0,0,0.2,0.1,500,44.9,14.8,329.62,0.2,0.6,3000,0,0,0,2.43,5.76,8.18,0.1,0.2,0.03
2,1989,14,Chhattisgarh,Bastar,571.7,544.7,952.77,2.6,2.7,1038.46,9,9.1,1011.11,0,0,0,9,9.1,1011.11,0,0,0,28.4,54.7,1926.06,10.5,3.1,295.24,0,0,0,2.4,1,416.67,3,4.5,1500,56.2,19.9,354.09,0.1,0,0,3.3,0.8,242.42,15.9,8.9,559.75,0,0,0,0,0,0,3.2,0.7,218.75,0,0,0,0.1,0.1,1000,44.2,14,316.74,0.2,0.7,3500,0,0,0,2.31,6.01,8.31,0.12,0.21,0.03
2,1990,14,Chhattisgarh,Bastar,579,561.9,970.47,2,2.4,1200,5.6,5.5,982.14,2.5,2.3,920,8.1,7.8,962.96,0,0,0,27.5,40.6,1476.36,0,0,0,0,0,0,1.9,0.9,473.68,2.8,4.2,1500,59.3,22,370.99,0.1,0,0,2.8,0.5,178.57,15.3,9.78,639.22,0,0,0,0,0,0,3.3,0.7,212.12,0,0,0,0.05,0.04,800,43.7,15,343.25,0.3,1.1,3666.67,0,0,0,2.26,6.76,9.02,0.11,0.2,0
2,1991,14,Chhattisgarh,Bastar,582.3,624.3,1072.13,2.2,3,1363.64,5.4,5.6,1037.04,2.3,1.8,782.61,7.7,7.4,961.04,0,0,0,27.5,40.8,1483.64,0,0,0,0,0,0,1.7,1,588.24,2.6,3.5,1346.15,59.5,22.4,376.47,0,0,0,2.5,0.4,160,15.26,10.52,689.38,0,0,0,0,0,0,3,0.8,266.67,0.04,0.01,250,0.02,0.02,1000,43.6,16.1,369.27,0.17,0.5,2941.18,0,0,0,2.24,7.38,9.62,0.31,0.26,0
2,1992,14,Chhattisgarh,Bastar,584.4,533.3,912.56,1.6,2,1250,5.3,5.3,1000,2.2,3,1363.64,7.5,8.3,1106.67,0,0,0,27.5,46.3,1683.64,0,0,0,0,0,0,1.7,0.8,470.59,2.7,3.4,1259.26,57.5,20.3,353.04,0,0,0,2.4,0.5,208.33,11.99,6.37,531.28,0,0,0,0,0,0,2.8,0.6,214.29,0.11,0.02,181.82,0.94,0.87,925.53,40.6,11.7,288.18,0.37,1.3,3513.51,0,0,0,2.28,7.44,9.71,0.13,0.14,0
2,1993,14,Chhattisgarh,Bastar,605.3,603.7,997.36,1.8,2.6,1444.44,5.5,6,1090.91,0,3.4,0,5.5,9.4,1709.09,0,0,0,27.2,43.9,1613.97,0,0,0,0,0,0,2,1.1,550,2.8,3.9,1392.86,60.9,23.3,382.59,0.1,0.1,1000,2.8,0.7,250,12.77,6.5,509.01,0,0,0,0,0,0,3.6,0.9,250,0.07,0.02,285.71,0.69,0.73,1057.97,42.2,12.6,298.58,0.24,0.9,3750,0,0,0,2.28,8.03,10.3,0.15,0.26,0
2,1994,14,Chhattisgarh,Bastar,609.9,604,990.33,1.6,2.4,1500,5.3,4.6,867.92,2.1,1.6,761.9,7.4,6.2,837.84,0,0,0,25.5,32.2,1262.75,0,0,0,0,0,0,1.9,1.2,631.58,2.6,3.5,1346.15,57.4,23.2,404.18,0.1,0.1,1000,2.4,0.5,208.33,12.4,7.1,572.58,0,0,0,0,0,0,4.7,1.2,255.32,0.05,0.01,200,0.4,0.4,1000,41.8,13.1,313.4,0.3,0.9,3000,0,0,0,2.27,8.79,11.06,0,0,0
2,1995,14,Chhattisgarh,Bastar,619,589.1,951.7,1.6,2.5,1562.5,5,5.4,1080,2,2.3,1150,7,7.7,1100,0,0,0,24.7,41.6,1684.21,0,0,0,0,0,0,2,1.1,550,2.4,2.7,1125,60,23.6,393.33,0.1,0.1,1000,2.6,0.6,230.77,11.7,6.7,572.65,0,0,0,0,0,0,5.2,1.3,250,0,0,0,0.3,0.4,1333.33,41.5,13.4,322.89,0.3,1.1,3666.67,0,0,0,2.36,8.38,10.75,0.17,0.32,0.01
2,1996,14,Chhattisgarh,Bastar,644.1,670.5,1040.99,2,3.3,1650,6.1,6.4,1049.18,5.8,5.5,948.28,11.9,11.9,1000,0,0,0,24.4,38.7,1586.07,0,0,0,0,0,0,2,1.2,600,2.4,2.9,1208.33,73.1,28,383.04,0.1,0.1,1000,2.9,0.7,241.38,11.4,7.3,640.35,0,0,0,0,0,0,5.1,1.4,274.51,0,0,0,0.3,0.3,1000,55.6,20.1,361.51,0.4,1.3,3250,0,0,0,2.38,8.44,10.83,0.18,0.29,0.01
2,1997,14,Chhattisgarh,Bastar,622.8,455,730.57,1.4,2.2,1571.43,4.62,5.3,1147.19,1.81,0,0,6.43,5.3,824.26,0,0,0,24.5,34.1,1391.84,7.93,0,0,0,0,0,1.4,0.9,642.86,2.4,2.6,1083.33,58.55,20.1,343.3,0.1,0.1,1000,3.1,0.6,193.55,10.3,5.5,533.98,0,0,0,0,0,0,4.8,1.2,250,0,0,0,0.2,0.1,500,39.17,11.6,296.15,0.29,1,3448.28,0,0,0,2.32,8.76,11.08,0.18,0.28,0.01
2,1998,14,Chhattisgarh,Bastar,627.1,569.8,908.63,2.4,3.8,1583.33,9,10.3,1144.44,1.8,2.4,1333.33,10.8,12.7,1175.93,0,0,0,37.1,56.8,1531,0,0,0,0,0,0,3.1,1.7,548.39,3.4,4,1176.47,91.9,26.34,286.62,0.3,0.3,1000,6.3,1.3,206.35,16.2,8.9,549.38,0,0,0,0,0,0,6.8,2.1,308.82,0,0,0,0.2,0.2,1000,52.3,16.7,319.31,0.3,1.2,4000,0.1,0,0,2.35,9.75,12.1,0.2,0.22,0
2,1999,14,Chhattisgarh,Bastar,628.47,676.2,1075.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,46.6,1864,7.89,2.36,299.11,0,0,0,1.54,0.91,590.91,2.33,2.71,1163.09,28.46,10.7,375.97,0,0,0,3.4,0.82,241.18,10.08,10.53,1044.64,0,0,0,0,0,0,3.44,1.06,308.14,0.04,0.01,250,0.16,0.16,1000,9.1,3.62,397.8,0.37,1.35,3648.65,0.1,0,0,2.6,9.94,12.53,0.2,0.3,0
2,2000,14,Chhattisgarh,Bastar,628.03,523.9,834.2,1.7,2.75,1617.65,5.83,3.44,590.05,0,0,0,5.83,3.44,590.05,0,0,0,24.71,38.35,1552,7.76,1.78,229.38,0,0,0,1.28,0.71,554.69,2.4,1.26,525,66.02,21.58,326.87,0.08,0.07,875,3.51,0.68,193.73,9.14,3.07,335.89,0.01,0,0,0.01,0,0,2.24,0.55,245.54,0.05,0.01,200,0.15,0.12,800,15.17,4.48,295.32,0.44,0.13,295.45,0.06,0.01,166.67,2.54,10.4,12.94,0.23,0.31,0
2,2001,14,Chhattisgarh,Bastar,633.99,922.15,1454.52,2.5,3.88,1552,5.3,5.23,986.79,0,0,0,5.3,5.23,986.79,0,0,0,25.06,23.68,944.93,7.64,2.34,306.28,0,0,0,1.42,1.12,788.73,2.75,1.25,454.55,65.49,23.81,363.57,0.05,0.06,1200,3.13,0.9,287.54,9.25,3.41,368.65,0.02,0,0,0.02,0,0,2.46,0.89,361.79,0.2,0.06,300,0.11,0.11,1000,15.21,5.45,358.32,0.33,0.11,333.33,0.09,0.02,222.22,2.86,10.93,13.78,0.19,0.29,0
2,2002,14,Chhattisgarh,Bastar,623.9,331.38,531.14,2.09,3.76,1799.04,3.74,2.36,631.02,0,0,0,3.74,2.36,631.02,0,0,0,25.26,35.99,1424.78,7.6,1.5,197.37,0,0,0,1.1,0.72,654.55,2.75,1.04,378.18,61.28,13.67,223.07,0.06,0.1,1666.67,3.06,0.84,274.51,6.76,1.66,245.56,0,0,0,0.01,0,0,1.22,0.29,237.7,0.12,0.02,166.67,0.11,0.08,727.27,11.32,2.95,260.6,0.32,0.09,281.25,0.07,0.01,142.86,2.64,11.11,13.75,0.17,0.32,0.01
2,2003,14,Chhattisgarh,Bastar,632.58,1042.75,1648.41,2.42,3.83,1582.64,3.61,3.96,1096.95,0,0,0,3.61,3.96,1096.95,0,0,0,29.48,45.98,1559.7,7.72,2.31,299.22,0,0,0,1.46,1.34,917.81,2.85,1.96,687.72,61.52,21.13,343.47,0.06,0.04,666.67,3.16,1.06,335.44,7.53,3.4,451.53,0.01,0,0,0.02,0,0,1.94,0.85,438.14,0.07,0.01,142.86,0.07,0.08,1142.86,27.13,5.68,209.36,0.44,0.14,318.18,0.01,0,0,2.55,11.76,14.31,0.16,0.3,0
